"","","","2013"
"","","","Valeur"
"Libéria","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","8.14"
"Libéria","Disponibilité de protéines en quantité (g/personne/jour)","Total General","37.66"
"Lituanie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","76.49"
"Lituanie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","124.49"
"Luxembourg","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","72.12"
"Luxembourg","Disponibilité de protéines en quantité (g/personne/jour)","Total General","113.88"
"Madagascar","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","10.02"
"Madagascar","Disponibilité de protéines en quantité (g/personne/jour)","Total General","46.67"
"Malaisie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","45.4"
"Malaisie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","81.58"
"Malawi","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","7.79"
"Malawi","Disponibilité de protéines en quantité (g/personne/jour)","Total General","64.55"
"Maldives","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","85.96"
"Maldives","Disponibilité de protéines en quantité (g/personne/jour)","Total General","122.43"
"Mali","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","23.69"
"Mali","Disponibilité de protéines en quantité (g/personne/jour)","Total General","85.2"
"Malte","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","61.74"
"Malte","Disponibilité de protéines en quantité (g/personne/jour)","Total General","110.36"
"Maroc","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","26.64"
"Maroc","Disponibilité de protéines en quantité (g/personne/jour)","Total General","97.93"
"Maurice","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","39.82"
"Maurice","Disponibilité de protéines en quantité (g/personne/jour)","Total General","88.36"
"Mauritanie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","33.87"
"Mauritanie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","84.96"
"Mexique","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","40.66"
"Mexique","Disponibilité de protéines en quantité (g/personne/jour)","Total General","87.63"
"Mongolie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","48.53"
"Mongolie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","80.79"
"Monténégro","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","63.11"
"Monténégro","Disponibilité de protéines en quantité (g/personne/jour)","Total General","112.07"
"Mozambique","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","6.35"
"Mozambique","Disponibilité de protéines en quantité (g/personne/jour)","Total General","45.7"
"Myanmar","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","33.71"
"Myanmar","Disponibilité de protéines en quantité (g/personne/jour)","Total General","82.61"
"Namibie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","19.55"
"Namibie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","57.69"
"Nicaragua","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","21.2"
"Nicaragua","Disponibilité de protéines en quantité (g/personne/jour)","Total General","69.62"
"Niger","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","14.73"
"Niger","Disponibilité de protéines en quantité (g/personne/jour)","Total General","80.94"
"Nigéria","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","9.85"
"Nigéria","Disponibilité de protéines en quantité (g/personne/jour)","Total General","63.76"
"Norvège","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","65.99"
"Norvège","Disponibilité de protéines en quantité (g/personne/jour)","Total General","110.9"
"Nouvelle-Calédonie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","52.31"
"Nouvelle-Calédonie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","87.03"
"Nouvelle-Zélande","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","54.81"
"Nouvelle-Zélande","Disponibilité de protéines en quantité (g/personne/jour)","Total General","92.54"
"Népal","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","11.46"
"Népal","Disponibilité de protéines en quantité (g/personne/jour)","Total General","69.15"
"Oman","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","45.69"
"Oman","Disponibilité de protéines en quantité (g/personne/jour)","Total General","88.25"
"Ouganda","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","12.39"
"Ouganda","Disponibilité de protéines en quantité (g/personne/jour)","Total General","52.68"
"Ouzbékistan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","29.19"
"Ouzbékistan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","83.43"
"Pakistan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","27.26"
"Pakistan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","65.49"
"Panama","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","41.65"
"Panama","Disponibilité de protéines en quantité (g/personne/jour)","Total General","79.44"
"Paraguay","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","34.18"
"Paraguay","Disponibilité de protéines en quantité (g/personne/jour)","Total General","70.72"
"Pays-Bas","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","75.77"
"Pays-Bas","Disponibilité de protéines en quantité (g/personne/jour)","Total General","111.72"
"Philippines","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","24.85"
"Philippines","Disponibilité de protéines en quantité (g/personne/jour)","Total General","59.93"
"Pologne","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","53.27"
"Pologne","Disponibilité de protéines en quantité (g/personne/jour)","Total General","101.47"
"Polynésie française","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","63.81"
"Polynésie française","Disponibilité de protéines en quantité (g/personne/jour)","Total General","96.85"
"Portugal","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","67.28"
"Portugal","Disponibilité de protéines en quantité (g/personne/jour)","Total General","110.88"
"Pérou","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","27.04"
"Pérou","Disponibilité de protéines en quantité (g/personne/jour)","Total General","74.92"
"Roumanie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","47.21"
"Roumanie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","103.02"
"Royaume-Uni","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","58.28"
"Royaume-Uni","Disponibilité de protéines en quantité (g/personne/jour)","Total General","103.21"
"Rwanda","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","5.59"
"Rwanda","Disponibilité de protéines en quantité (g/personne/jour)","Total General","56.81"
"République centrafricaine","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","17.13"
"République centrafricaine","Disponibilité de protéines en quantité (g/personne/jour)","Total General","46.06"
"République de Corée","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","46.13"
"République de Corée","Disponibilité de protéines en quantité (g/personne/jour)","Total General","96.2"
"République de Moldova","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","35.24"
"République de Moldova","Disponibilité de protéines en quantité (g/personne/jour)","Total General","71.41"
"République dominicaine","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","26.4"
"République dominicaine","Disponibilité de protéines en quantité (g/personne/jour)","Total General","58.2"
"République démocratique populaire lao","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","14.59"
"République démocratique populaire lao","Disponibilité de protéines en quantité (g/personne/jour)","Total General","68.9"
"République populaire démocratique de Corée","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","10.07"
"République populaire démocratique de Corée","Disponibilité de protéines en quantité (g/personne/jour)","Total General","55"
"République-Unie de Tanzanie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","10.2"
"République-Unie de Tanzanie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","57.8"
"Saint-Kitts-et-Nevis","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","45.58"
"Saint-Kitts-et-Nevis","Disponibilité de protéines en quantité (g/personne/jour)","Total General","72.32"
"Saint-Vincent-et-les Grenadines","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","46.97"
"Saint-Vincent-et-les Grenadines","Disponibilité de protéines en quantité (g/personne/jour)","Total General","86.23"
"Sainte-Lucie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","50.62"
"Sainte-Lucie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","85.71"
"Samoa","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","53.66"
"Samoa","Disponibilité de protéines en quantité (g/personne/jour)","Total General","85.53"
"Sao Tomé-et-Principe","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","15.9"
"Sao Tomé-et-Principe","Disponibilité de protéines en quantité (g/personne/jour)","Total General","53.08"
"Serbie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","39.93"
"Serbie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","82.22"
"Sierra Leone","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","14.87"
"Sierra Leone","Disponibilité de protéines en quantité (g/personne/jour)","Total General","56.13"
"Slovaquie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","34.95"
"Slovaquie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","72.51"
"Slovénie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","51.81"
"Slovénie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","96.19"
"Soudan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","29.2"
"Soudan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","70.71"
"Sri Lanka","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","16.31"
"Sri Lanka","Disponibilité de protéines en quantité (g/personne/jour)","Total General","59.71"
"Suisse","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","59.77"
"Suisse","Disponibilité de protéines en quantité (g/personne/jour)","Total General","93.08"
"Suriname","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","28.38"
"Suriname","Disponibilité de protéines en quantité (g/personne/jour)","Total General","62.94"
"Suède","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","70.83"
"Suède","Disponibilité de protéines en quantité (g/personne/jour)","Total General","107.72"
"Sénégal","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","15.25"
"Sénégal","Disponibilité de protéines en quantité (g/personne/jour)","Total General","58.49"
"Tadjikistan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","21.27"
"Tadjikistan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","63.38"
"Tchad","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","9.7"
"Tchad","Disponibilité de protéines en quantité (g/personne/jour)","Total General","62.72"
"Tchéquie (la)","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","50.48"
"Tchéquie (la)","Disponibilité de protéines en quantité (g/personne/jour)","Total General","87.47"
"Thaïlande","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","24.85"
"Thaïlande","Disponibilité de protéines en quantité (g/personne/jour)","Total General","60.88"
"Timor-Leste","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","17.75"
"Timor-Leste","Disponibilité de protéines en quantité (g/personne/jour)","Total General","57.52"
"Togo","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","9.04"
"Togo","Disponibilité de protéines en quantité (g/personne/jour)","Total General","59.79"
"Trinité-et-Tobago","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","43.11"
"Trinité-et-Tobago","Disponibilité de protéines en quantité (g/personne/jour)","Total General","83.36"
"Tunisie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","28.37"
"Tunisie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","98.59"
"Turkménistan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","37.95"
"Turkménistan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","90.49"
"Turquie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","36.31"
"Turquie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","108.12"
"Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","43.15"
"Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Total General","88.62"
"Uruguay","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","54"
"Uruguay","Disponibilité de protéines en quantité (g/personne/jour)","Total General","92.44"
"Vanuatu","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","29.23"
"Vanuatu","Disponibilité de protéines en quantité (g/personne/jour)","Total General","69.68"
"Venezuela (République bolivarienne du)","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","38.12"
"Venezuela (République bolivarienne du)","Disponibilité de protéines en quantité (g/personne/jour)","Total General","73.01"
